Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,AdoptionSpeed
Dog,3,Border Collie,Female,Black,Cream,Medium,Medium,No,No,Healthy,0,,9
Dog,60,Mixed Breed,Male,Golden,No Color,Medium,Medium,Yes,Yes,Healthy,0,,3
Dog,5,Terrier,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,,2
Dog,24,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,,8
Dog,6,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,15,3
Cat,3,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,0,2,3
Dog,2,Mixed Breed,Female,Cream,White,Large,Medium,Not Sure,Not Sure,Healthy,0,5,1
Dog,3,Mixed Breed,Female,Black,No Color,Small,Medium,No,No,Healthy,0,,2
Cat,5,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,1,2
Cat,24,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,,5
Cat,6,Domestic Short Hair,Male,Yellow,White,Medium,Medium,No,Yes,Healthy,100,,8
Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,,2
Dog,1,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,,6
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,3
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,,3
Cat,1,Domestic Short Hair,Female,Yellow,No Color,Small,Short,No,No,Healthy,0,6,1
Dog,2,Black Mouth Cur,Male,Black,Golden,Medium,Short,No,No,Healthy,0,,3
Dog,2,Mixed Breed,Female,Golden,No Color,Medium,Short,Yes,No,Healthy,0,1,4
Dog,48,Shih Tzu,Male,Cream,No Color,Small,Medium,Yes,Yes,Healthy,0,,3
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,2
Dog,12,Pit Bull Terrier,Female,Black,White,Medium,Short,Yes,No,Healthy,0,,5
Cat,2,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,,4
Dog,0,Poodle,Male,Cream,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,,5
Cat,24,Persian,Female,Golden,No Color,Small,Medium,Not Sure,Yes,Healthy,0,,1
Dog,96,Silky Terrier,Male,Black,Cream,Small,Medium,Not Sure,Not Sure,Healthy,0,,3
Cat,24,Bombay,Male,Black,No Color,Medium,Short,No,Not Sure,Healthy,0,,1
Dog,18,Poodle,Male,Brown,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,4,3
Dog,2,Mixed Breed,Male,Brown,Gray,Small,Short,Yes,No,Healthy,0,4,4
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,5,1
Dog,36,Shih Tzu,Male,Brown,Cream,Medium,Medium,Not Sure,No,Minor Injury,0,1,2
Dog,60,Chihuahua,Female,Brown,White,Small,Medium,Yes,No,Healthy,100,2,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,9,3
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,150,,3
Cat,6,Javanese,Male,Golden,No Color,Medium,Medium,No,No,Healthy,0,2,4
Cat,2,Domestic Medium Hair,Female,Brown,No Color,Large,Medium,No,Not Sure,Healthy,0,,2
Dog,4,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,,2
Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,3,1
Cat,8,Domestic Medium Hair,Female,Gray,No Color,Medium,Medium,Yes,Yes,Healthy,0,5,3
Dog,1,Mixed Breed,Female,Brown,White,Medium,Long,No,No,Minor Injury,20,,2
Cat,1,Domestic Short Hair,Male,Brown,Gray,Medium,Short,No,No,Healthy,0,2,3
Cat,48,Domestic Short Hair,Male,Gray,White,Medium,Short,Yes,Yes,Healthy,0,1,2
Cat,4,Domestic Medium Hair,Female,Brown,Golden,Medium,Medium,No,No,Healthy,0,1,3
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,,1
Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,,4
Dog,6,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,,2
Dog,7,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,,1
Dog,3,Terrier,Female,Cream,Gray,Medium,Medium,No,No,Healthy,150,,8
Dog,8,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Minor Injury,0,,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,3
Dog,2,Poodle,Female,Brown,White,Medium,Medium,No,No,Healthy,0,,
Dog,4,Spitz,Female,Black,Golden,Medium,Medium,Yes,No,Healthy,0,,1
Cat,6,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,0,4,3
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,5,3
Cat,3,Domestic Short Hair,Male,Black,Gray,Small,Short,No,No,Healthy,0,2,3
Dog,8,Mixed Breed,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,3,4
Cat,4,Domestic Short Hair,Male,Golden,No Color,Medium,Medium,No,No,Healthy,0,,5
Dog,168,Cocker Spaniel,Male,Golden,No Color,Medium,Long,Not Sure,Not Sure,Healthy,0,,5
Cat,4,Domestic Short Hair,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,3
Dog,2,Mixed Breed,Male,Black,White,Medium,Medium,No,No,Healthy,0,3,2
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,4,1
Dog,26,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,2,4
Cat,10,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,1,4
Dog,48,Beagle,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,2,1
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,3,4
Dog,3,Mixed Breed,Female,Cream,White,Medium,Short,Yes,Yes,Healthy,300,,3
Cat,24,Domestic Short Hair,Female,Black,Yellow,Large,Short,No,No,Healthy,0,1,4
Cat,3,Domestic Long Hair,Female,Yellow,White,Large,Long,No,Not Sure,Healthy,0,1,1
Dog,20,Maltese,Female,White,No Color,Small,Medium,Yes,Yes,Healthy,400,,2
Dog,18,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,50,,2
Cat,4,Domestic Medium Hair,Female,Black,White,Small,Medium,Not Sure,No,Healthy,50,3,4
Cat,24,Japanese Bobtail,Male,Brown,White,Medium,Short,Not Sure,No,Serious Injury,0,,3
Dog,2,Mixed Breed,Male,Black,White,Medium,Short,No,No,Healthy,0,1,4
Dog,32,Mixed Breed,Female,Brown,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,4
Dog,3,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,5,3
Dog,1,Mixed Breed,Female,Brown,Cream,Medium,Medium,Yes,No,Healthy,0,5,4
Cat,3,Domestic Short Hair,Male,White,No Color,Medium,Short,Not Sure,No,Healthy,0,,3
Dog,2,Labrador Retriever,Male,Brown,White,Medium,Medium,No,No,Healthy,0,1,1
Cat,3,Tuxedo,Female,Black,White,Small,Short,Yes,No,Healthy,0,4,3
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,,4
Cat,24,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,Yes,Healthy,0,,5
Cat,12,Persian,Female,Brown,Cream,Medium,Medium,Yes,No,Healthy,400,5,4
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,,1
Dog,4,Mixed Breed,Female,Brown,No Color,Large,Short,Yes,No,Healthy,0,1,4
Dog,6,Mixed Breed,Male,Brown,Golden,Small,Short,Not Sure,Not Sure,Healthy,0,2,2
Cat,3,Domestic Short Hair,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,,3
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,3,3
Cat,1,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,,2
Dog,15,Mixed Breed,Male,Cream,White,Medium,Short,Yes,Yes,Healthy,0,4,3
Cat,2,Domestic Medium Hair,Male,Black,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,4
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,3,3
Dog,3,Mixed Breed,Female,Black,Brown,Small,Short,Yes,No,Healthy,0,6,4
Cat,5,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,3
Cat,3,British Shorthair,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,200,2,1
Dog,1,Siberian Husky,Male,Black,Brown,Small,Short,No,No,Healthy,0,,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,7,2
Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,Not Sure,No,Healthy,0,1,2
Dog,2,Mixed Breed,Male,White,No Color,Medium,Short,No,No,Healthy,0,3,3
Cat,2,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,,3
Cat,4,Siamese,Female,Brown,White,Small,Short,No,No,Healthy,0,1,3
Dog,20,Siberian Husky,Female,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,4,4
Dog,3,Terrier,Male,Black,Brown,Small,Medium,Yes,No,Healthy,0,,6
Cat,29,Tabby,Male,Black,Gray,Medium,Short,Yes,Yes,Healthy,0,3,3
Dog,2,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,6,2
Cat,1,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,2
Dog,1,Mixed Breed,Male,Brown,No Color,Small,Short,No,No,Healthy,0,,0
Dog,8,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,,2
Dog,3,Mixed Breed,Male,Brown,White,Medium,Short,Not Sure,Not Sure,Healthy,10,,1
Dog,2,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,No,Healthy,0,,3
Dog,76,Jack Russell Terrier,Female,Brown,White,Small,Short,Yes,Yes,Healthy,0,3,4
Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,4,2
Dog,33,Cocker Spaniel,Female,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,300,0,2
Dog,10,Husky,Female,Yellow,Cream,Medium,Medium,Yes,Yes,Healthy,1,4,4
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,3
Dog,2,Labrador Retriever,Female,Brown,No Color,Medium,Medium,Not Sure,No,Healthy,0,2,2
Dog,12,Mixed Breed,Female,Black,Brown,Small,Medium,No,No,Healthy,0,,2
Dog,4,Mixed Breed,Male,Brown,White,Medium,Short,No,Not Sure,Healthy,0,1,2
Dog,3,Mixed Breed,Male,Black,White,Medium,Short,No,No,Healthy,0,3,1
Dog,48,Golden Retriever,Male,Golden,No Color,Large,Medium,Yes,No,Healthy,250,1,3
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,3,3
Dog,3,Labrador Retriever,Female,Brown,White,Large,Short,Yes,No,Healthy,0,5,3
Dog,2,Mixed Breed,Female,White,No Color,Medium,Medium,Yes,Yes,Healthy,0,3,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,3
Dog,24,Rottweiler,Female,Black,No Color,Large,Short,Yes,No,Healthy,600,2,3
Cat,2,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Healthy,0,,3
Cat,3,Domestic Medium Hair,Female,Yellow,White,Small,Short,No,No,Healthy,50,2,1
Dog,17,Shih Tzu,Female,Cream,Gray,Small,Medium,Yes,No,Healthy,0,2,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,,6
Dog,24,Border Collie,Female,Black,White,Medium,Long,Yes,Yes,Healthy,0,,2
Dog,1,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,12,1
Dog,4,Mixed Breed,Female,Brown,No Color,Small,Short,No,Yes,Healthy,30,1,4
Cat,19,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,,2
Cat,1,Domestic Short Hair,Female,Brown,White,Small,Short,No,No,Healthy,0,,1
Dog,72,Mixed Breed,Male,Golden,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,4
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,,5
Cat,12,Tabby,Female,Black,Gray,Small,Medium,Not Sure,Yes,Minor Injury,0,,5
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,4
Cat,8,Domestic Short Hair,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,5,1
Dog,9,Mixed Breed,Male,Brown,Yellow,Medium,Medium,No,Yes,Healthy,0,1,4
Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,2,3
Cat,2,Domestic Short Hair,Male,Gray,No Color,Medium,Short,Yes,No,Healthy,0,3,4
Dog,34,Mixed Breed,Female,Black,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,,0
Cat,23,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,Not Sure,Healthy,0,1,4
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,2
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,5,4
Cat,1,Domestic Short Hair,Female,Brown,White,Large,Short,No,No,Healthy,0,3,2
Cat,,Bengal,Female,Black,Yellow,Small,Long,No,No,Healthy,300,2,2
Cat,10,Domestic Short Hair,Female,Brown,Cream,Medium,Medium,No,Yes,Healthy,0,,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Not Sure,Healthy,0,4,2
Cat,32,Tortoiseshell,Female,Black,Golden,Medium,Short,Yes,Yes,Healthy,0,,0
Cat,2,Domestic Short Hair,Female,Brown,Yellow,Small,Short,Not Sure,No,Healthy,0,5,2
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,,5
Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,2,2
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,80,1,2
Dog,2,Mixed Breed,Male,Yellow,Cream,Medium,Short,No,No,Healthy,0,2,1
Dog,2,Mixed Breed,Male,Brown,Cream,Medium,Short,No,No,Healthy,0,4,2
Dog,3,Mixed Breed,Male,White,No Color,Medium,Medium,Yes,No,Healthy,0,2,3
Cat,6,Domestic Short Hair,Male,White,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,4
Cat,7,Burmese,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,,0
Cat,3,Domestic Short Hair,Male,Black,No Color,Medium,Short,Not Sure,No,Minor Injury,0,1,2
Cat,12,Domestic Short Hair,Male,Gray,White,Small,Short,Yes,Yes,Healthy,0,,2
Dog,3,Mixed Breed,Male,White,No Color,Medium,Medium,No,No,Healthy,50,4,3
Cat,6,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,10,7,2
Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,,2
Dog,2,Mixed Breed,Female,Black,No Color,Small,Short,No,No,Healthy,0,,5
Dog,72,Mixed Breed,Female,Black,Yellow,Medium,Medium,No,No,Healthy,50,,1
Dog,89,Dalmatian,Female,Black,White,Large,Short,Yes,Yes,Healthy,0,1,1
Dog,10,Mixed Breed,Male,Brown,No Color,Large,Medium,Yes,Yes,Healthy,0,4,2
Dog,67,Rottweiler,Male,Black,No Color,Large,Long,Yes,No,Healthy,0,1,1
Dog,8,Mixed Breed,Male,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,300,4,2
Dog,2,Mixed Breed,Female,Brown,Golden,Medium,Medium,Not Sure,Yes,Healthy,0,,1
Cat,5,Siamese,Female,Black,White,Medium,Short,Yes,No,Healthy,100,1,2
Cat,3,Tabby,Female,Brown,Gray,Small,Short,Not Sure,No,Healthy,0,4,2
Dog,,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,1
Dog,18,Dachshund,Female,Brown,No Color,Small,Short,No,No,Healthy,20,,1
Dog,17,Mixed Breed,Female,Cream,No Color,Large,Medium,Yes,Not Sure,Healthy,100,2,4
Cat,3,Domestic Long Hair,Female,Black,No Color,Small,Long,No,Yes,Healthy,50,1,2
Dog,2,Mixed Breed,Female,Black,Brown,Large,Short,No,No,Healthy,50,,4
Dog,3,Mixed Breed,Female,Yellow,No Color,Small,Short,No,No,Healthy,0,,1
Dog,1,Mixed Breed,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,3,1
Cat,2,Domestic Short Hair,Male,Yellow,White,Large,Short,No,No,Healthy,0,,11
Dog,14,Siberian Husky,Female,Black,White,Large,Short,Yes,No,Healthy,0,1,1
Cat,2,Siamese,Female,Brown,Cream,Small,Medium,No,No,Healthy,100,2,4
Cat,6,Domestic Medium Hair,Male,White,No Color,Medium,Medium,No,No,Healthy,0,,4
Dog,3,Golden Retriever,Male,Cream,No Color,Large,Long,Yes,No,Healthy,250,5,0
Cat,2,Oriental Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,3,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,5,3
Dog,4,Terrier,Male,Cream,No Color,Medium,Short,Yes,Yes,Healthy,200,1,3
Cat,2,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,0,5,2
Cat,5,Domestic Short Hair,Female,Golden,No Color,Medium,Short,Yes,No,Healthy,0,2,1
Cat,1,Domestic Short Hair,Female,Brown,Golden,Small,Short,No,No,Healthy,0,5,2
Cat,4,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,1,4
Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,,2
Dog,12,Labrador Retriever,Male,Brown,No Color,Large,Short,Not Sure,Not Sure,Healthy,0,1,2
Dog,7,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,Yes,Healthy,0,3,4
Cat,4,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,0,1,1
Dog,72,Shih Tzu,Male,Black,White,Small,Long,Not Sure,Not Sure,Healthy,0,3,2
Cat,5,Domestic Short Hair,Male,White,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,2
Dog,1,Mixed Breed,Male,Black,Brown,Large,Short,No,No,Healthy,0,1,1
Dog,1,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,4,1
Dog,3,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,2,1
Cat,6,Domestic Medium Hair,Male,Brown,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,2,4
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,20,,1
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,20,1,2
Dog,15,Mixed Breed,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,,3
Dog,24,Poodle,Male,White,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,,3
Dog,36,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,20,1,3
Cat,2,Persian,Male,White,No Color,Medium,Long,No,No,Healthy,88,2,1
Cat,24,Tabby,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,,4
Cat,5,Domestic Long Hair,Male,Yellow,White,Large,Long,No,No,Healthy,250,,5
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,,2
Cat,5,Siamese,Female,White,No Color,Medium,Medium,No,No,Healthy,0,1,3
Dog,,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,,5
Dog,,Mixed Breed,Male,Black,No Color,Medium,Long,No,No,Healthy,1,1,4
Cat,,Domestic Short Hair,Female,Brown,White,Medium,Short,No,No,Healthy,0,3,3
Dog,,Mixed Breed,Female,Black,Brown,Large,Short,Yes,No,Healthy,0,,3
Cat,,Domestic Medium Hair,Female,Golden,White,Medium,Medium,No,Not Sure,Healthy,0,,5
Cat,,Domestic Short Hair,Male,White,No Color,Small,Short,No,No,Healthy,0,4,4
Cat,,Domestic Short Hair,Male,Yellow,White,Small,Short,No,No,Healthy,0,4,2
Dog,,Golden Retriever,Male,Cream,No Color,Large,Medium,Not Sure,No,Minor Injury,0,,5
Cat,2,Russian Blue,Male,Gray,No Color,Small,Medium,No,No,Healthy,0,2,2
Dog,12,Mixed Breed,Male,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,,4
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,7,3
Cat,7,Domestic Long Hair,Male,Black,White,Large,Long,No,No,Healthy,0,5,3
Dog,4,Mixed Breed,Male,Brown,Cream,Medium,Short,Yes,Yes,Healthy,200,1,4
Cat,12,Domestic Short Hair,Female,Brown,Cream,Medium,Short,Not Sure,Not Sure,Healthy,0,5,4
Dog,1,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,1,3
Dog,48,Mixed Breed,Female,Gray,No Color,Large,Medium,Yes,Yes,Healthy,0,5,4
Cat,3,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,,4
Cat,5,Domestic Short Hair,Female,Black,Gray,Medium,Medium,Yes,Not Sure,Healthy,0,5,2
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,4,3
Dog,4,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,150,1,4
Dog,1,Mixed Breed,Female,Brown,White,Large,Short,No,No,Healthy,0,1,1
Dog,2,Dalmatian,Female,Black,White,Medium,Short,No,No,Healthy,0,,8
Dog,7,Mixed Breed,Female,Brown,No Color,Large,Medium,Not Sure,Not Sure,Healthy,0,,4
Cat,12,Domestic Short Hair,Female,Brown,White,Medium,Short,No,No,Healthy,0,,2
Cat,10,Domestic Short Hair,Female,Black,Golden,Medium,Short,Not Sure,No,Healthy,0,1,4
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,100,,3
Cat,15,Domestic Short Hair,Male,Black,Brown,Medium,Short,No,No,Healthy,0,,3
Dog,1,Australian Kelpie,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,2,1
Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,13,4
Cat,12,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,,1
Cat,7,Domestic Short Hair,Female,Black,Gray,Medium,Short,Yes,No,Healthy,0,2,3
Cat,6,Siamese,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,,7
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,,1
Dog,24,Mixed Breed,Male,Brown,White,Medium,Medium,Not Sure,Yes,Healthy,300,3,4
Cat,3,Domestic Short Hair,Male,Golden,No Color,Medium,Short,No,No,Healthy,0,1,1
Dog,84,Shih Tzu,Female,Brown,Golden,Small,Short,Yes,No,Healthy,0,,1
Dog,12,Pomeranian,Male,Brown,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,1,3
Cat,4,Domestic Short Hair,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,,4
Dog,1,American Water Spaniel,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,,4
Cat,6,Siamese,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,12,1
Dog,1,Mixed Breed,Female,Cream,White,Large,Medium,Yes,No,Healthy,0,,3
Dog,19,Poodle,Male,Brown,Golden,Medium,Medium,Yes,No,Healthy,100,3,1
Dog,7,Mixed Breed,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,0,8,3
Cat,8,Domestic Long Hair,Female,Cream,White,Large,Long,No,Not Sure,Healthy,100,5,1
Cat,3,Domestic Short Hair,Female,Yellow,White,Small,Short,Yes,No,Healthy,0,,6
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,3
Dog,36,Mixed Breed,Male,Brown,No Color,Small,Long,Not Sure,No,Healthy,0,,3
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,200,4,3
Cat,4,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,0,,6
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,3,2
Dog,8,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,,1
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,20,1,2
Cat,7,Domestic Short Hair,Female,Yellow,Cream,Medium,Short,No,No,Healthy,50,2,4
Cat,1,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,1,4
Cat,3,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,1,4
Cat,1,Domestic Short Hair,Male,Brown,Yellow,Small,Short,No,No,Healthy,0,2,2
Dog,18,Shih Tzu,Male,Brown,Cream,Small,Medium,Yes,Yes,Minor Injury,0,,1
Cat,3,Persian,Male,Cream,No Color,Small,Long,No,No,Healthy,300,4,4
Dog,36,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,0,3,4
Dog,4,Mixed Breed,Male,Black,White,Small,Short,Yes,No,Healthy,0,2,4
Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,4
Cat,2,Domestic Short Hair,Male,Gray,No Color,Medium,Short,No,No,Healthy,0,,1
Dog,12,Schnauzer,Male,Gray,No Color,Small,Medium,Yes,Not Sure,Healthy,100,2,0
Cat,12,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,,1
Cat,12,Domestic Medium Hair,Female,White,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,4
Dog,1,Mixed Breed,Male,Brown,Gray,Small,Medium,No,Not Sure,Healthy,0,3,2
Cat,3,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,4,1
Cat,18,Domestic Short Hair,Female,Brown,Golden,Medium,Short,No,No,Healthy,0,3,3
Dog,12,Rottweiler,Male,Black,Brown,Large,Short,Not Sure,Yes,Healthy,0,,5
Dog,3,Mixed Breed,Male,Brown,Cream,Medium,Medium,No,No,Healthy,0,4,3
Dog,3,Husky,Male,Black,White,Medium,Long,Yes,No,Healthy,250,7,3
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,,7
Dog,42,German Shepherd Dog,Male,Black,No Color,Medium,Medium,Yes,No,Healthy,350,,1
Cat,54,Persian,Male,Brown,No Color,Large,Long,Not Sure,No,Minor Injury,0,,1
Dog,4,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,,9
Dog,3,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,2,2
Dog,3,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,50,1,2
Dog,72,Beagle,Female,Brown,Yellow,Medium,Short,Not Sure,Not Sure,Healthy,0,1,3
